585	1	1296625	1301745	chr1.225	5	1024	227328	hg38.gc5Base.bw	0	100	1024	66620	4722800
585	1	2289905	2295025	chr1.419	5	1024	425984	hg38.gc5Base.bw	0	100	1024	61420	4132400
585	1	2540785	2545905	chr1.468	5	1024	476160	hg38.gc5Base.bw	0	100	1024	64980	4551600
585	1	3224290	3229410	chr1.594	5	1024	604160	hg38.gc5Base.bw	0	100	1024	55860	3577200
585	1	3280610	3285730	chr1.605	5	1024	615424	hg38.gc5Base.bw	0	100	1024	60400	3993600
585	1	3342050	3347170	chr1.617	5	1024	627712	hg38.gc5Base.bw	0	100	1024	51300	3097200
585	1	3618530	3623650	chr1.671	5	1024	683008	hg38.gc5Base.bw	0	100	1024	52500	3188400
585	1	3905250	3910370	chr1.727	5	1024	740352	hg38.gc5Base.bw	0	100	1024	55340	3476400
585	1	4115170	4120290	chr1.768	5	1024	782336	hg38.gc5Base.bw	0	100	1024	54440	3330400
585	1	4253410	4258530	chr1.795	5	1024	809984	hg38.gc5Base.bw	0	100	1024	46900	2614000
585	1	4386530	4391650	chr1.821	5	1024	836608	hg38.gc5Base.bw	0	100	1024	51160	2980000
585	1	4391650	4396770	chr1.822	5	1024	837632	hg38.gc5Base.bw	0	100	1024	43480	2360000
585	1	4427490	4432610	chr1.829	5	1024	844800	hg38.gc5Base.bw	0	100	1024	48120	2717600
585	1	4432610	4437730	chr1.830	5	1024	845824	hg38.gc5Base.bw	0	100	1024	48260	2766000
585	1	4473570	4478690	chr1.838	5	1024	854016	hg38.gc5Base.bw	0	100	1024	45280	2448800
585	1	4652770	4657890	chr1.873	5	1024	889856	hg38.gc5Base.bw	0	100	1024	67220	4966000
585	1	5077730	5082850	chr1.956	5	1024	974848	hg38.gc5Base.bw	0	100	1024	45060	2475600
585	1	6296290	6301410	chr1.1194	5	1024	1218560	hg38.gc5Base.bw	0	100	1024	54040	3353600
585	1	6649570	6654690	chr1.1263	5	1024	1289216	hg38.gc5Base.bw	0	100	1024	49620	2914800
585	1	7299810	7304930	chr1.1390	5	1024	1419264	hg38.gc5Base.bw	0	100	1024	44140	2458000
585	1	7566050	7571170	chr1.1442	5	1024	1472512	hg38.gc5Base.bw	0	100	1024	51000	2952000
585	1	7576290	7581410	chr1.1444	5	1024	1474560	hg38.gc5Base.bw	0	100	1024	54300	3374800
585	1	8349410	8354530	chr1.1595	5	1024	1629184	hg38.gc5Base.bw	0	100	1024	55820	3496400
585	1	8805090	8810210	chr1.1684	5	1024	1720320	hg38.gc5Base.bw	0	100	1024	43200	2413600
585	1	9317090	9322210	chr1.1784	5	1024	1822720	hg38.gc5Base.bw	0	100	1024	57420	3695600
585	1	9327330	9332450	chr1.1786	5	1024	1824768	hg38.gc5Base.bw	0	100	1024	51100	3044400
585	1	9496290	9501410	chr1.1819	5	1024	1858560	hg38.gc5Base.bw	0	100	1024	47620	2725200
585	1	9562850	9567970	chr1.1832	5	1024	1871872	hg38.gc5Base.bw	0	100	1024	43780	2440400
585	1	9644770	9649890	chr1.1848	5	1024	1888256	hg38.gc5Base.bw	0	100	1024	49180	2933200
585	1	9946850	9951970	chr1.1907	5	1024	1948672	hg38.gc5Base.bw	0	100	1024	46600	2641600
585	1	10146530	10151650	chr1.1946	5	1024	1988608	hg38.gc5Base.bw	0	100	1024	44620	2522000
585	1	10376930	10382050	chr1.1991	5	1024	2034688	hg38.gc5Base.bw	0	100	1024	46480	2630400
585	1	10479330	10484450	chr1.2011	5	1024	2055168	hg38.gc5Base.bw	0	100	1024	46280	2657600
585	1	10986210	10991330	chr1.2110	5	1024	2156544	hg38.gc5Base.bw	0	100	1024	49240	2893600
585	1	11600610	11605730	chr1.2230	5	1024	2279424	hg38.gc5Base.bw	0	100	1024	52600	3192000
585	1	11749090	11754210	chr1.2259	5	1024	2309120	hg38.gc5Base.bw	0	100	1024	58340	3736400
